title,job_type,skills,company_name,company_description,address
"Frontend Web Developer JavaScript,CSS",FULL_TIME,"JavaScript, HTML5, CSS",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
"Junior .NET Developer ASP.NET, C#",FULL_TIME,".NET, C#, ASP.NET",Kyanon Digital,Kyanon Digital is an Agile Digital Production House,"294 - 296 Truong Sa, Ward 2, Phu Nhuan, Ho Chi Minh"
Front-End Engineers HTML/CSS/Angular,FULL_TIME,"HTML5, CSS, Angular",Kyanon Digital,Kyanon Digital is an Agile Digital Production House,"294 - 296 Truong Sa, Ward 2, Phu Nhuan, Ho Chi Minh"
3 Frontend Developers,FULL_TIME,"Designer, CSS, JavaScript",VOYAGER JSC,VOYAGER JSC,"Phòng 17-18 nhà 8, Lô 45F, đường 13 - công viên Phần mềm Quang Trung, P Tân Chánh Hiệp, District 12, Ho Chi Minh"
02 Lead/Senior QC Engineers,FULL_TIME,"QA QC, Agile, Tester",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. ,"Viettel Tower, 285 CMT8, District 10, Ho Chi Minh"
Product Manager Internal Tools,FULL_TIME,"Product Manager, Agile, Business Analyst",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. ,"Viettel Tower, 285 CMT8, District 10, Ho Chi Minh"
02 Lead/Senior .Net Web Engineers,FULL_TIME,".NET, C#, ASP.NET",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. ,"Viettel Tower, 285 CMT8, District 10, Ho Chi Minh"
02 Lead/Senior Frontend ReactJS,FULL_TIME,"ReactJS, JavaScript, English",NVG Technology,THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland. ,"Viettel Tower, 285 CMT8, District 10, Ho Chi Minh"
Senior/Principal C# .NET Core Engineer,FULL_TIME,".NET, C#, ReactJS",HARAVAN,HARAVAN - Everything you need to selling everywhere,"182 Le Dai Hanh Street, Ward 15, District 11, Ho Chi Minh"
PHP Developer,FULL_TIME,"PHP, Laravel",Giao Hàng Tiết Kiệm,Giaohangtietkiem.vn: MasterDev. - Working with Master Dev.,"Tòa nhà VTV, số 8 Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Nam Tu Liem, Ha Noi"
Backend Java/PHP/.NET Specialist level,FULL_TIME,"Java, PHP, .NET",Pacific Cross Vietnam,A Medical Insurance Administrator specializing in Health and Travel insurance in Asia,"Royal Center Tower B, 235 Nguyễn Văn Cừ Street, Dist.1, District 1, Ho Chi Minh"
Middle Quality Control Engineer,FULL_TIME,"QA QC, SQL",Live group,Business solutions made simple,"244 Cống Quỳnh, Pham Ngu Lao Ward, District 1, Ho Chi Minh"
02 Front-End Developers ReactJS,FULL_TIME,"JavaScript, HTML5, ReactJS",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies.","431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh"
Frontend Developer ReactJS,FULL_TIME,"ReactJS, HTML5, CSS",TIKI CORPORATION,"TIKI.VN is the leading online retailer in Vietnam, offering seamless end-to-end retail experience.","285 Viettel Complex Building - CMT8, Ward 12, District 10, Ho Chi Minh"
QC Manager/Lead,FULL_TIME,"QA QC, Team Leader, Manager",The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,The Ref. Office of STYL Solutions Pte. Ltd. In HCMC,"25-27, B4 Street, Sala Urban Area, District 2, Ho Chi Minh"
Mobile Developer React Native,FULL_TIME,"React Native, Objective C, Android",Vastbit,We focus on iPhone and Android platforms,"145 Dien Bien Phu St., Dakao Ward (Platium Tower), District 1, Ho Chi Minh"
"5 Web Developers .NET, ASP.NET, C#",FULL_TIME,"ASP.NET, C#, JavaScript",Thủy Sản Việt Úc,Công Ty Cổ Phần Thủy Sản Việt Úc - Chi Nhánh Thành Phố Hồ Chí Minh,"22 Lê Thánh Tôn, District 1, Ho Chi Minh"
"05 Sr/Jr Frontend JavaScript,HTML5,CSS",FULL_TIME,"JavaScript, HTML5, CSS",Sea Group (formerly Garena),Connect The Dots To Connect The World,"92 Nam Kỳ Khởi Nghĩa, SaiGon Center 2 - Takashimaya, District 1, Ho Chi Minh"
Embedded Software Engineer C/C++,FULL_TIME,"C++, C language",FuelCloud,The Future of Fueling has arrived​,"155 An Duong Vuong, District 5, Ho Chi Minh"
"Lap trinh vien PHPLaravel, upto 1,500",FULL_TIME,"PHP, OOP, Laravel",RELIPA SOFTWARE,RELIPA SOFTWARE: CHẤT LƯỢNG PHẦN MỀM VÀ CHẤT LƯỢNG CUỘC SỐNG LÀ ƯU TIÊN SỐ 1,"Tầng 3,tháp C,tòa nhà Golden Palace, Đường Mễ Trì, Nam Tu Liem, Ha Noi"
HOT - 2 Tester Software kn tu 1-5 nam,FULL_TIME,"Tester, Java, QA QC",Rakus Vietnam Company,Our cloud services are No.1 market share in back-office web services in Japan!,"Tầng 4, Tòa Nhà QTSC 9, Lô Số 42, Đường số 3, CVPM, Quang Trung, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, District 12, Ho Chi Minh"
5 AI/ Machine Learning Engineers,FULL_TIME,"Python, C++, Cloud",Vulcan Labs,Vulcan Labs,"Sarimi A2, 00-01, 74 Nguyen Co Thach, An Loi Dong, District 02, District 2, Ho Chi Minh"
Linux Programmer C++/Python,FULL_TIME,"Linux, Python, C++",SkyLab, SkyLab believes in the connectivity and network of things,"208 Nguyen Trai, District 1, Ho Chi Minh"
"Developer  Java, .NET ",FULL_TIME,"Java, JavaScript, .NET",Sun Ocean,Sun Ocean,"2GH ( số mới 98/16) Ngô Tất Tố, P.22, Q.Bình Thạnh, Binh Thanh, Ho Chi Minh"
Embedded Engineer,FULL_TIME,"C++, C#, Embedded",TRACE - TEC VIETNAM,TRACE - TEC VIETNAM,"No. 32, Lane 28/106 Dai Linh Street, Trung Van Ward, Nam Tu Liem, Ha Noi"
Junior WordPress Developer ,FULL_TIME,"JavaScript, HTML5, Wordpress",eLightUp,eLightUp,"2nd Floor, Trung Yen 1 Building, Trung Hoa, Cau Giay, Ha Noi"
Senior Backend Developer,FULL_TIME,"iOS, Android",Công ty TNHH Giáo dục Sáng tạo Zenga,A Creative Team,"Tầng 5, Số 119 Nguyễn Ngọc Nại, phường Khương Mai, Thanh Xuan, Ha Noi"
Fullstack Developer,FULL_TIME,"HTML5, JavaScript",CMT Dragon,CMT Dragon,"188 Lê Trọng Tấn, Cam Le, Da Nang"
"Web Developer   Java, PHP, C# ",FULL_TIME,"Java, C#, PHP",HBS Việt Nam,HBS Việt Nam,"Số 8,Ngõ 263,Đường Nguyễn Trãi ,P.Thanh Xuân Trung, Thanh Xuan, Ha Noi"
PHP Developer  Up to 1000 ,FULL_TIME,"PHP, Java",Abusma,Abusma,"Tầng 14 Tòa nhà Viwaseen, 48 Tố Hữu, Nam Tu Liem, Ha Noi"
Senior WordPress Developer,FULL_TIME,"JavaScript, HTML5, Wordpress",eLightUp,eLightUp,"2nd Floor, Trung Yen 1 Building, Trung Hoa, Cau Giay, Ha Noi"
"Jr/Sr PHP Developer Magento 2, Laravel",FULL_TIME,"PHP, Magento, Laravel",Can Dau Van E-Commerce,"Bắt đầu ngay hôm nay, Cùng Cadavan tận hưởng những trải nghiệm mua sắm xuyên biên giới.","Số 63-D3, Biệt thự Vườn Đào, Ngõ 689 Lạc Long Quân, P.Phú Thượng, Tay Ho, Ha Noi"
"Software Developer Java, .NET, PHP",FULL_TIME,"Java, PHP, .NET",HYMETCO, VIETNAM HYDROMETEOROGICAL AND ENVIRONMENT EQUIPMENT JOINT STOCK COMPANY ,"Ngõ 62/23 - Nguyễn Chí Thanh - Phường Láng Thượng, Dong Da, Ha Noi"
"Backend Developer PHP, MySQL, Database",FULL_TIME,"PHP, MySQL, Database","GV ASIA., JSC",CÔNG TY CỔ PHẦN GV ASIA,"Tòa nhà B6A Nguyễn Chánh, khu đô thị Nam Trung Yên, Cau Giay, Ha Noi"
"PHP Developer JavaScript, HTML5",FULL_TIME,"PHP, HTML5, JavaScript","IGITECH.,JSC",CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ PHÁT TRIỂN IGITECH,"Số 3, Ngõ 115 Nguyễn Khang, Yên Hoà, Cau Giay, Ha Noi"
Senior Software Developer,FULL_TIME,"C language, C++","G-SARAM Co.,Ltd",G-Saram,"Tầng 4 - Toà Nhà VN Đà Thành Số 105 Lê Lợi, Hai Chau, Da Nang"
"03 Java Developers Spring, PostgreSQL",FULL_TIME,"Java, PostgreSql, Spring",SAIGON BPO,Giúp khách hàng tập trung vào mảng kinh doanh cốt lõi thông qua giải pháp xử lý dữ liệu thông minh,"Lầu 4, Cao ốc H3, số 384 đường Hoàng Diệu, phường 6, District 4, Ho Chi Minh"
QA QC/Tester,FULL_TIME,"Tester, QA QC",VM COMMERCE,VMC - a truly omnichannel shopping experience to the Vietnamese consumer,"88 Đường số 52-AP, phường An Phú, District 2, Ho Chi Minh"
 Business Analyst,FULL_TIME,"Business Analyst, UI-UX, Tester",VM COMMERCE,VMC - a truly omnichannel shopping experience to the Vietnamese consumer,"88 Đường số 52-AP, phường An Phú, District 2, Ho Chi Minh"
ERP Solution Consultant 1000 - 2000,FULL_TIME,"ERP, Product Manager, SAP",CMC Sai Gon Technology & Solution,KHÁT KHAO CHINH PHỤC THẾ GIỚI SỐ,"111-121 Ngô Gia Tự, P. 2, District 10, Ho Chi Minh"
Python Developer,FULL_TIME,"Python, Database",Quantic ,Quantic is a leading offshore software outsourcing company in Vietnam to overseas market,"119 Dien Bien Phu, District 1, Ho Chi Minh"
50 Mobile Developers iOS/Android,FULL_TIME,"Android, Java, iOS",VNPT Technology,Công ty CP Công nghệ Công nghiệp Bưu chính Viễn thông,"124 Hoàng Quốc Việt, Cau Giay, Ha Noi"
"Backend Developer .NET, Java, SQL",FULL_TIME,".NET, SQL, Java",Chứng Khoán Trí Việt,"Công ty Cổ phần Chứng khoán Trí Việt, tiền thân là CTCP chứng khoán Thái Bình Dương","142 Tầng 2, tòa nhà ACB, số 142 Đội Cấn, Ba Dinh, Ha Noi"
"Embedded Engineer  C#, C++ ",FULL_TIME,"C#, C++",Emic,Emic,"Tầng 23, tòa nhà GELEX, số 52 phố Lê Đại Hành, phường Lê Đại Hành, Hai Ba Trung, Ha Noi"
"Senior Web Dev/ Team Leader .NET, C#",FULL_TIME,".NET, C#, Team Leader",Lac Viet Computing Corporation,LẠC VIỆT – Hơn 20 năm luôn tiên phong trong ngành điện toán,"23 Nguyen Thi Huynh, Phu Nhuan, Ho Chi Minh"
"Programmer  JavaScript, HTML, CSS ",FULL_TIME,"JavaScript, HTML5, CSS",CÔNG TY TNHH IFRS,CÔNG TY TNHH IFRS,"Linco Building, 4th floor,61-63A Vo Van Tan Street, Ward 6, District 3, Ho Chi Minh"
02 Business Analyst,FULL_TIME,"Business Analyst, Team Leader",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
Technical IT Support Engineer English,FULL_TIME,"IT Support, Product Manager, English",GeoTech,A location company providing custom location solutions to online gaming and broadcasting services,"56 Nguyễn Đình Chiểu, Đa Kao Ward, District 1, Ho Chi Minh"
Backend Developer.Net/Java/ NodeJS,FULL_TIME,"Java, NodeJS, .NET",VATO,Ứng dụng gọi xe của người Việt ,"102 Trần Hưng Đạo, District 1, Ho Chi Minh"
Sr/Middle PHP Web Developer WordPress,FULL_TIME,"PHP, MySQL, Wordpress",VEN Creative,VEN CREATIVE,"23 Dien Bien Phu, Da Kao, District 1, HCMC, District 1, Ho Chi Minh"
Senior/Middle Web Designer UI-UX,FULL_TIME,"UI-UX, Designer",VEN Creative,VEN CREATIVE,"23 Dien Bien Phu, Da Kao, District 1, HCMC, District 1, Ho Chi Minh"
"Fullstack Dev Java, MySQL, JavaScript",FULL_TIME,"Java, English, ReactJS",SCHOLA,SCHOLA thay đổi nền giáo dục trực tuyến tại Đông Nam Á,"Halo Building, 666/10/1 Ba Thang Hai Street, Ward 14, District 11, Ho Chi Minh, District 10, Ho Chi Minh"
"Backend Developer NodeJS, JavaScript",FULL_TIME,"NodeJS, OOP, JavaScript",The New Gym ,The New Gym ,"52/1 Cù Lao, Phường 2, Phu Nhuan, Ho Chi Minh"
Mobile Apps Developers Android/iOS,FULL_TIME,"Android, iOS, React Native",Coconut Silo,Make logistics easy!,"135 Hai Bà Trưng, Phường Bến Nghé, District 1, Ho Chi Minh"
" .NET Developer ASP.NET, C#",FULL_TIME,".NET, C#, ASP.NET",ABANK,ABANK - Kết Nối Tài Chính,"Tầng 5, Số 88 Tô Vĩnh Diện , Thanh Xuan, Ha Noi"
Expert Data Management Engineer Java,FULL_TIME,"Java, Database, C++",Data Streams Asia,DataStreams,"Phòng 1806, tầng 18, tòa tháp CMC, phố Duy Tân, Cau Giay, Ha Noi"
"Wordpress Developer JavaScript, HTML5",FULL_TIME,"Wordpress, HTML5, JavaScript",Ambrij Vietnam,A Marketing Bridge,"HB Tower, 7th Fl, 669-671-672/2 Điện Biên Phủ, Phường 25, Binh Thanh, Ho Chi Minh"
Game Developers,FULL_TIME,"Games, Unity, Android",TMGame99,TMGame99,"40 Dương Khuê, Mai Dịch, Cau Giay, Ha Noi"
Frontend Developer,FULL_TIME,"JavaScript, UI-UX",CMT Dragon,CMT Dragon,"188 Lê Trọng Tấn, Cam Le, Da Nang"
"Developer  Java, .NET ",FULL_TIME,"Java, .NET",Viện dầu khí Việt Nam,Viện Dầu khí Việt Nam,"167 Trung Kính -  Yên Hòa, Cau Giay, Ha Noi"
".Net Developer C#, SQL",FULL_TIME,".NET, C#, SQL",FPT Software,The leading provider of software outsourcing services in Vietnam,"FPT Cau Giay Building, Cau Giay, Ha Noi"
PHP Developer CodeIgniter/HTML5/MySQL,FULL_TIME,"PHP, MySQL, HTML5","Satisfy All Your Needs Co., Ltd","Satisfy All Your Needs Co., Ltd.","26/14 A1 Đinh Tiên Hoàng, Phường 1, Bình Thạnh, District 1, Ho Chi Minh"
Python VueJS AWS Fullstack Engineer,FULL_TIME,"Python, AWS, VueJS",LEAP,We are combination of talent people who always love challenging and discovering new limitations.,"293 Dien Bien Phu, Binh Thanh, Ho Chi Minh"
iOS Developer up to 3000,FULL_TIME,"Objective C, iOS, Swift",Codebox Solutions,Work on cutting edge technologies and rocket your career! ,"5 Dong Da , Tan Binh, Ho Chi Minh"
Android Developer up to 3000,FULL_TIME,"Android, Java, Kotlin",Codebox Solutions,Work on cutting edge technologies and rocket your career! ,"5 Dong Da , Tan Binh, Ho Chi Minh"
QA QC Engineer Tester,FULL_TIME,"QA QC, JavaScript, Tester",RealStake Pte. Ltd,Join our mission to make investment easy and accessible for everyone!,"10F , 222 Dien Bien Phu, Ward 7, District 3, Ho Chi Minh"
"Senior PHP Dev MySQL, HTML upto 2000",FULL_TIME,"PHP, MySQL, HTML5",KaiyouIT,"Công ty KaiyouIT là công ty 2 thành viên Nhật bản và Việt Nam, công ty thành lập vào tháng 2/2019","Tầng 5 toà nhà Hoàng Ngọc, Ngõ 82 Dịch Vọng Hậu, Cau Giay, Ha Noi"
".NET Developer C#, SQL",FULL_TIME,".NET, C#, SQL",Hung Thinh Corporation,TẬP ĐOÀN HƯNG THỊNH ,"CÔNG TY CỔ PHẦN TẬP ĐOÀN HƯNG THỊNH, District 3, Ho Chi Minh"
Manual QA QC Tester,FULL_TIME,"QA QC, Tester",Hung Thinh Corporation,TẬP ĐOÀN HƯNG THỊNH ,"CÔNG TY CỔ PHẦN TẬP ĐOÀN HƯNG THỊNH, District 3, Ho Chi Minh"
Machine Learning/AI Engineer Python,FULL_TIME,"Python, Java, AWS",Pobble Technology Joint Stock Company,"Pobble Tech Jsc.,","Vinhomes Central Park, 208 Nguyen Huu Canh, Binh Thanh, Ho Chi Minh"
Lead Web Designer/Art Director,FULL_TIME,"Designer, Team Leader, English",OPSWAT Software Vietnam,San Francisco based software company that provides advanced solutions for cyber security industry,"436 Nguyen Thi Minh Khai street, District 3, Ho Chi Minh"
Business Analyst,FULL_TIME,"Business Analyst, Agile, UI-UX",Karros Technologies,Innovative Transportation Solutions,"02 Hồng Hà, Tan Binh, Ho Chi Minh"
10 PHP Backend Devs Python/WordPress,FULL_TIME,"PHP, Python, Wordpress",Propolife Việt Nam,"Hoạt động trong lĩnh vực BĐS, thiết kế web, và  lĩnh vực công nghệ thông tin","6 Lê Thánh Tôn, District 1, Ho Chi Minh"
Urgent Experienced ASP.NET Developer ,FULL_TIME,"ASP.NET, C#, .NET",IVC (ISB Vietnam),ISB Vietnam Company Limited was established in 2003 with 100% investment of ISB Japan Group,"364 Cong Hoa, Tan Binh, Ho Chi Minh"
Business Analyst Crypto Exchange,FULL_TIME,"Business Analyst, Agile",TP&P Technology,"Tech Startup Incubator, Software Development Services, and Salesforce Consulting & Customization","302 Le Van Sy, Tan Binh, Ho Chi Minh"
Urgent 10 Sr. Java Engineer 3000,FULL_TIME,"Java, MySQL, Spring",LINE Vietnam,Closing the Distance.,"412 Nguyen Thi Minh Khai, District 3, Ho Chi Minh"
Senior Java Developer,FULL_TIME,"Java, Database, AngularJS",Fincorp.,Fincorp. - The Fintech Developer,"Bcons Tower, 176 Nguyen Van Thuong, Binh Thanh, Ho Chi Minh"
UI-UX Designer ,FULL_TIME,"UI-UX, English, Designer",BeLive,Belive Technology - One-stop solution for livestreaming,"133 Dương Bá Trạc, Ward 1, District 8, Ho Chi Minh"
"Web Developer HTML5, WordPress, CSS",FULL_TIME,"HTML5, CSS, Wordpress",B-CREATE ,B-CREATE Việt Nam - Hỗ trợ doanh nghiệp các hoạt động tiếp thị kỹ thuật số,"Room 404, Floor 4, DC Tower, 111D Ly Chinh Thang, Ward 7, District 3, Ho Chi Minh"
"15 Java Dev J2EE, MySQL, Spring ",FULL_TIME,"Java, MySQL, Spring",Tinh Van Outsourcing,Một trong những công ty hàng đầu trong ngành gia công và xuất khẩu phần mềm Việt Nam,"Tầng 8, Khách sạn Thể thao, Làng Sinh viên Hacinco, Thanh Xuan, Ha Noi"
"HN .NET Developer ASP.NET, .NET CORE",FULL_TIME,".NET, C#, ASP.NET",Edmicro,Edmicro - Công nghệ giáo dục tiên tiến nhất - thông minh nhất dành cho từng học sinh,"19 Tòa nhà Tây Hà, Tố Hữu, Nam Tu Liem, Ha Noi"
"Senior .Net Developer .Net, ASP.NET,C#",FULL_TIME,".NET, C#, ASP.NET",Hahalolo,Mạng Xã Hội Du Lịch Hahalolo.com,"400/8B-400/10 Ung Văn Khiêm, Phường 25, Binh Thanh, Ho Chi Minh"
Development Team Lead - .NET,FULL_TIME,".NET, C#, SQL",Agency Revolution,US Based SaaS Product Company with Vietnam Office,"1060 Nguyễn Văn Linh, District 7, Ho Chi Minh"
"Full Stack Developer  JavaScript, PHP ",FULL_TIME,"PHP, JavaScript, VueJS",VietSwiss,VietSwiss - We digitalize your business,"35-37 Đường số 11, An Phú, District 2, Ho Chi Minh"
"Database Specialist Oracle, SQL",FULL_TIME,"Database, SQL, Oracle",VUS,Your English - Your Future,"189 Nguyễn Thị Minh Khai, District 1, Ho Chi Minh"
Sr. Fullstack Developer .NET,FULL_TIME,".NET, SQL, JavaScript",POC Pharma VietNam,Poc Pharma Việt Nam,"50, Đường Tôn Thất Đạm, Phường Nguyễn Thái Bình, District 1, Ho Chi Minh"
"UI/UX Designer Web, Apps, Visual",FULL_TIME,"UI-UX, Android, iOS",VTL-Solutions Ltd.,WE BUILD BEAUTIFUL APPS FOR ENTERPRISE,"EverRich Infinity, 290 An Dương Vương, Phường 3, Quận 5, TPHCM, Việt Nam, District 5, Ho Chi Minh"
Mobile Apps Dev Android/iOS,FULL_TIME,"Android, iOS",MintPot,Mintpot Việt Nam,"Tầng 2, Văn phòng TOONG, 241 Xuân Thủy, Cau Giay, Ha Noi"
Product Owner Business Analyst/English,FULL_TIME,"Product Manager, English, Business Analyst",HansenCX,Hansen Technologies Limited,"98 Xuan Thuy Street, Thao Dien Ward, District 2, Ho Chi Minh"
"10 Developers .NET, ASP.NET, C#",FULL_TIME,".NET, C#, ASP.NET",VSSOFT,.,"P.2702 - V2, Tòa nhà Victoria, KĐT Văn Phú, Ha Dong, Ha Noi"
Senior/ QA EngineerTester/ QA QC/Agile,FULL_TIME,"QA QC, Agile, Tester",Sea Group (formerly Garena),Connect The Dots To Connect The World,"92 Nam Kỳ Khởi Nghĩa, SaiGon Center 2 - Takashimaya, District 1, Ho Chi Minh"
Game Unity Developer,FULL_TIME,"Unity, Games",Solar Viet Nam,CÔNG TY CỔ PHẦN SOLAR VIỆT NAM (SOLARJSC),"Tầng 2 Tòa B The Garden Hill số 99, Trần Bình, Mỹ Đình 2, Nam Tu Liem, Ha Noi"
"Backend Developer NodeJS, JavaScript",FULL_TIME,"NodeJS, MySQL, JavaScript",Nami Corporation,Nami Corp. is a global fintech company working on Investment & Blockchain based Technology,"Deutsches Haus, 11th floor, 33 Le Duan Street, District 1, Ho Chi Minh"
"Frontend Dev Javascript, HTML5, CSS ",FULL_TIME,"JavaScript, HTML5, CSS",Nami Corporation,Nami Corp. is a global fintech company working on Investment & Blockchain based Technology,"Deutsches Haus, 11th floor, 33 Le Duan Street, District 1, Ho Chi Minh"
Software Manager,FULL_TIME,"Software Architect, System Engineer, Manager",Pharmacity,Công ty Cổ phần Dược phẩm Pharmacity,"248 A Nơ Trang Long, Binh Thanh, Ho Chi Minh"
ManualAutomation QA QC/Tester Sr/Lead,FULL_TIME,"Tester, QA QC",EPAM,A leading global provider of digital platform engineering and software development services,"Floor 13, MB Sunny Tower, 259 Tran Hung Dao, Co Giang ward, District 1, Ho Chi Minh"
"Frontend Dev JavaScript,HTML,CSS1200",FULL_TIME,"JavaScript, HTML5, CSS",BlueBottle Digital Việt Nam,"BlueBottle Digital is a boutique digital dev, helping to design, dev and manage innovative web","Phòng 511 tầng 5 tòa nhà Toyota Mỹ Đình, số 15 Phạm Hùng, phường Mỹ Đình 2, Nam Tu Liem, Ha Noi"
QC Engineer Tester,FULL_TIME,"QA QC, Tester, .NET",Ahasoft,Ahasoft," TEDI Building,15A , Hoang Hoa Tham, Binh Thanh, Ho Chi Minh"
"Senior Backend Engineer Django, Python",FULL_TIME,"Django, Python, SQL",INSTANA,Make life easier for DevOps,"., District 1, Ho Chi Minh"
Urgent Scrum Master/ Project Manager,FULL_TIME,"Project Manager, Agile, Product Manager",Innotech Vietnam Corporation,A high quality software outsourcing services and business solutions provider for Banking and Airline,"33 Ba Vi Street, Ward 04, Tan Binh District, Ho Chi Minh, Tan Binh, Ho Chi Minh"
C/C++ Software Engineer,FULL_TIME,"C++, OOP, C language",DICOM,Công ty Công Nghệ DICOM đã liên tục xây dựng và phát triển trở thành công ty lớn mạnh,"1 Nguyen Huy Tuong, Thanh Xuan, Ha Noi"
"Senior FullStack Developer .NET, C#",FULL_TIME,".NET, C#, Oracle",Salto Vietnam,"FLY AWAY, JUMP to the FUTURE","Tòa nhà 55-57 Nguyễn Văn Giai, Phường Đa Kao, District 1, Ho Chi Minh"
Senior WordPress Developer 2 positions,FULL_TIME,"Wordpress, MySQL, PHP",Bonsey Jaden,BonseyJaden Vietnam,"IMC Building Level 4, Room 413 & 414, 62 Tran Quang Khai, Tan Dinh Ward, District 1, Ho Chi Minh"
